field_name,display_label,group,category,category_label,source,data_type,unit,nullable,required,observed_min,observed_max,example_value,null_meaning,description
code,Geo code,identity,,,geo registry,text,code,no,yes,,,BD4001,,"Unique ID for the geo unit, e.g. BD4001. Must be stable and never reused."
name,Geo name,identity,,,geo registry,text,name,no,yes,,,Bagerhat,,Official English name of the district/upazila/union.
name_google,Name (map match),identity,,,geo registry,text,name,no,yes,,,Bagerhat,,Name used to match the map boundary. Usually identical to 'name'.
geo_level,Geo level,identity,,,geo registry,text,category,no,yes,,,district,,One of: district | upazila | union. Same schema supports all three.
parent,Parent code,identity,,,geo registry,text,code,yes,no,,,,blank = not applicable,"Code of the parent geo unit (blank for districts; district code for upazilas, etc.)."
climate_zone,Climate zone,identity,,,geo registry,text,category,no,yes,,,Coastal,,"One of: Barind, CHT, Coastal, Haor, Other, River & Char, River-Char"
lat,Latitude,identity,,,geo registry,decimal,degrees,no,yes,,,22.3288,,Centroid latitude in decimal degrees (e.g. 22.3288).
lon,Longitude,identity,,,geo registry,decimal,degrees,no,yes,,,89.744,,Centroid longitude in decimal degrees (e.g. 89.7440).
num_Currently_married_population,# Currently married population,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,224704,8084754,900137,,# Currently married population
num_Currently_married_population_female,# Currently married population_female,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,111155,3910477,465363,,# Currently married population_female
num_Currently_married_population_male,# Currently married population_male,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,113549,4174277,434774,,# Currently married population_male
num_Divorced_population,# Divorced population,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,1147,46181,6944,,# Divorced population
num_Divorced_population_female,# Divorced population_female,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,827,35139,4988,,# Divorced population_female
num_Divorced_population_male,# Divorced population_male,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,320,11042,1956,,# Divorced population_male
num_Female_Bangladeshi_National,# Female_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,231109,4038340,890448,,# Female_Bangladeshi_National
num_Female_Buddhist,# Female_Buddhist,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,8,183905,31,,# Female_Buddhist
num_Female_Christian,# Female_Christian,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,33,31965,3010,,# Female_Christian
num_Female_Ethnic_Population,# Female_Ethnic Population,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,56,184898,478,,# Female_Ethnic Population
num_Female_Hindu,# Female_Hindu,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,4288,493564,130521,,# Female_Hindu
num_Female_Muslim,# Female_Muslim,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,110058,6478776,677122,,# Female_Muslim
num_Female_Others,# Female_Others,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,2,11246,7,,# Female_Others
num_Hizra_Bangladeshi_National,# Hizra_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,12,380,90,,# Hizra_Bangladeshi_National
num_Male,# Male,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,190298,6744075,659593,,# Male
num_Male_Ethnic_Population,# Male _Ethnic Population,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,42,187977,568,,# Male _Ethnic Population
num_Male_Bangladeshi_National,# Male_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,236095,3895742,889266,,# Male_Bangladeshi_National
num_Male_Buddhist,# Male_Buddhist,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,5,186879,50,,# Male_Buddhist
num_Male_Christian,# Male_Christian,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,51,31437,2880,,# Male_Christian
num_Male_Hindu,# Male_Hindu,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,4209,489004,133701,,# Male_Hindu
num_Male_Muslim,# Male_Muslim,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,124764,7501571,665650,,# Male_Muslim
num_Male_Others,# Male_Others,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,6,11223,33,,# Male_Others
num_Never_married_population,# Never married population,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,124454,3880879,335700,,# Never married population
num_Never_married_population_female,# Never married population_female,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,49940,1377226,124214,,# Never married population_female
num_Never_married_population_male,# Never married population_male,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,72710,2503653,211486,,# Never married population_male
num_No_Roof,# No Roof,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,3,1819,56,,# No Roof
num_No_Wall,# No Wall,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,5,922,89,,# No Wall
num_Overall_Bangladeshi_National,# Overall_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,467216,7934348,1779804,,# Overall_Bangladeshi_National
num_Overall_Ethnic_Population,# Overall_Ethnic Population,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,118,372875,1046,,# Overall_Ethnic Population
num_Population_General_HH,# Population_ General HH,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,450692,13514349,1582590,,# Population_ General HH
num_Population_General_HH_Rural,# Population_ General HH_Rural,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,277077,4831593,1207533,,# Population_ General HH_Rural
num_Population_General_HH_Urban,# Population_ General HH_Urban,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,155696,10181361,375057,,# Population_ General HH_Urban
num_Population_Institutional_HH,# Population_ Institutional HH,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,4072,337668,23705,,# Population_ Institutional HH
num_Population_Institutional_HH_Rural,# Population_Institutional HH_Rural,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,2032,76896,16788,,# Population_Institutional HH_Rural
num_Population_Institutional_HH_Urban,# Population_Institutional HH_Urban,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,2040,271583,6917,,# Population_Institutional HH_Urban
num_Population_Rural,# Population_Rural,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,286657,4942740,1227793,,# Population_Rural
num_Population_TypeOf_HH,# Population_TypeOf_HH,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,481016,14728224,1612889,,# Population_TypeOf_HH
num_Population_Urban,# Population_Urban,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,158885,11231274,385096,,# Population_Urban
num_Population_other_HH,# Population_other HH,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,1807,876207,6594,,# Population_other HH
num_Population_other_HH_Rural,# Population_other HH_Rural,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,658,97877,3472,,# Population_other HH_Rural
num_Population_other_HH_Urban,# Population_other HH_Urban,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,1149,778330,3122,,# Population_other HH_Urban
num_Rural_HH,# Rural HH,indicator,household_structure,Household Structure,BBS,integer,count,no,no,63290,1133294,310750,,# Rural HH
num_Rural_HH_byTypeDwelling,# Rural HH_byTypeDwelling,indicator,household_structure,Household Structure,BBS,integer,count,no,no,63320,1133417,310839,,# Rural HH_byTypeDwelling
num_Separated_population,# Separated population,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,decimal,percent,no,no,1984,42304,7985,,# Separated population
num_Separated_population_female,# Separated population_female,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,decimal,percent,no,no,1385,31805,5341,,# Separated population_female
num_Separated_population_male,# Separated population_male,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,decimal,percent,no,no,575,10499,2644,,# Separated population_male
num_Total_Buddhist,# Total_Buddhist,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,16,370784,81,,# Total_Buddhist
num_Total_Christian,# Total_Christian,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,90,63402,5890,,# Total_Christian
num_Total_Hindu,# Total_Hindu,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,8497,982568,264222,,# Total_Hindu
num_Total_Muslim,# Total_Muslim,indicator,religion_ethnicity,Religion & Ethnicity,BBS,integer,count,no,no,234822,13980347,1342772,,# Total_Muslim
num_Total_Others,# Total_Others,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,8,22469,40,,# Total_Others
num_Widow_Widower_population,# Widow/Widower population,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,16989,448727,82488,,# Widow/Widower population
num_Widow_Widower_population_female,# Widow/Widower population_female,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,14170,404123,73755,,# Widow/Widower population_female
num_Widow_Widower_population_male,# Widow/Widower population_male,indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,integer,count,no,no,2819,44604,8733,,# Widow/Widower population_male
num_female,# female,indicator,population_demography,Population & Demography,BBS,integer,count,no,no,180170,5758770,673661,,# female
num_floor_Cement_Concrete_Brick_Terracotta,# floor_Cement/Concrete/Brick/Terracotta,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,26648,2722079,113360,,# floor_Cement/Concrete/Brick/Terracotta
num_floor_Other_Materials,# floor_Other Materials,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,26,9068,51,,# floor_Other Materials
num_floor_Soil_Sand_Mud,# floor_Soil/Sand/Mud,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,40088,926941,280032,,# floor_Soil/Sand/Mud
num_floor_Tiles_Mosaic,# floor_Tiles/Mosaic,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,1606,842508,8357,,# floor_Tiles/Mosaic
num_floor_Total,# floor_Total,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,102289,3737085,406373,,# floor_Total
num_floor_Wood_Bamboo_Mat_Palm_Tree_Betel_Nut_Trunk,# floor_Wood/Bamboo/Mat/Palm Tree/Betel Nut Trunk,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,191,102040,4573,,# floor_Wood/Bamboo/Mat/Palm Tree/Betel Nut Trunk
num_of_Floating_HH,# of Floating HH,indicator,household_structure,Household Structure,BBS,integer,count,yes,no,15,5970,177,blank = value not collected / not available for this geo unit,# of Floating HH
num_of_Floating_HH_rural,# of Floating HH _rural,indicator,household_structure,Household Structure,BBS,integer,count,yes,no,2,515,89,blank = value not collected / not available for this geo unit,# of Floating HH _rural
num_of_Floating_HH_urban,# of Floating HH _urban,indicator,household_structure,Household Structure,BBS,integer,count,yes,no,10,5455,88,blank = value not collected / not available for this geo unit,# of Floating HH _urban
num_of_General_HH,# of General HH,indicator,household_structure,Household Structure,BBS,integer,count,no,no,102289,3737085,406373,,# of General HH
num_of_General_HH_Rural,# of General HH_Rural,indicator,household_structure,Household Structure,BBS,integer,count,no,no,62108,1125963,309484,,# of General HH_Rural
num_of_General_HH_Urban,# of General HH_Urban,indicator,household_structure,Household Structure,BBS,integer,count,no,no,40181,2759299,96889,,# of General HH_Urban
num_of_HH,# of HH,indicator,household_structure,Household Structure,BBS,integer,count,no,no,106065,4029271,408663,,# of HH
num_of_HH_excluding_slum_and_floating,# of HH excluding slum and floating,indicator,household_structure,Household Structure,BBS,integer,count,no,no,106065,3822371,406058,,# of HH excluding slum and floating
num_of_HH_excluding_slum_and_floating_rural,# of HH excluding slum and floating_rural,indicator,household_structure,Household Structure,BBS,integer,count,no,no,63290,1132581,310554,,# of HH excluding slum and floating_rural
num_of_HH_excluding_slum_and_floating_urban,# of HH excluding slum and floating_urban,indicator,household_structure,Household Structure,BBS,integer,count,no,no,42775,2819745,95504,,# of HH excluding slum and floating_urban
num_of_HH_with_1-Person,# of HH with 1-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,3946,244661,19185,,# of HH with 1-Person
num_of_HH_with_10-Person,# of HH with 10-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,342,15625,1324,,# of HH with 10-Person
num_of_HH_with_10-Person_plus,# of HH with 10-Person +,indicator,household_structure,Household Structure,BBS,integer,count,no,no,252,25295,1236,,# of HH with 10-Person +
num_of_HH_with_2-Person,# of HH with 2-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,11000,715735,57195,,# of HH with 2-Person
num_of_HH_with_3-Person,# of HH with 3-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,19346,914430,96057,,# of HH with 3-Person
num_of_HH_with_4-Person,# of HH with 4-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,24439,969773,109638,,# of HH with 4-Person
num_of_HH_with_5-Person,# of HH with 5-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,19101,504971,68442,,# of HH with 5-Person
num_of_HH_with_6-Person,# of HH with 6-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,11631,211944,32081,,# of HH with 6-Person
num_of_HH_with_7-Person,# of HH with 7-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,4149,89097,12933,,# of HH with 7-Person
num_of_HH_with_8-Person,# of HH with 8-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,1557,44943,5722,,# of HH with 8-Person
num_of_HH_with_9-Person,# of HH with 9-Person,indicator,household_structure,Household Structure,BBS,integer,count,no,no,688,24934,2560,,# of HH with 9-Person
num_of_HH_byTypeDwelling,# of HH_byTypeDwelling,indicator,household_structure,Household Structure,BBS,integer,count,no,no,106155,4035241,408840,,# of HH_byTypeDwelling
num_of_Institutional_Household,# of Institutional Household,indicator,household_structure,Household Structure,BBS,integer,count,no,no,124,4753,534,,# of Institutional Household
num_of_Institutional_Household_Rural,# of Institutional Household_Rural,indicator,household_structure,Household Structure,BBS,integer,count,no,no,67,1667,372,,# of Institutional Household_Rural
num_of_Institutional_Household_Urban,# of Institutional Household_Urban,indicator,household_structure,Household Structure,BBS,integer,count,no,no,57,3964,162,,# of Institutional Household_Urban
num_of_Other_Household,# of Other Household,indicator,household_structure,Household Structure,BBS,integer,count,no,no,449,287433,1756,,# of Other Household
num_of_Other_Household_Rural,# of Other Household_Rural,indicator,household_structure,Household Structure,BBS,integer,count,no,no,175,36354,894,,# of Other Household_Rural
num_of_Other_Household_Urban,# of Other Household_Urban,indicator,household_structure,Household Structure,BBS,integer,count,no,no,274,251079,862,,# of Other Household_Urban
num_of_Slum_HH,# of Slum HH,indicator,household_structure,Household Structure,BBS,integer,count,yes,no,11,206900,2605,blank = value not collected / not available for this geo unit,# of Slum HH
num_of_Slum_HH_rural,# of Slum HH _rural,indicator,household_structure,Household Structure,BBS,integer,count,yes,no,5,12303,196,blank = value not collected / not available for this geo unit,# of Slum HH _rural
num_of_Slum_HH_urban,# of Slum HH _urban,indicator,household_structure,Household Structure,BBS,integer,count,yes,no,11,194597,2409,blank = value not collected / not available for this geo unit,# of Slum HH _urban
num_of_Urban_HH,# of Urban HH,indicator,household_structure,Household Structure,BBS,integer,count,no,no,42775,3014342,97913,,# of Urban HH
num_of_Urban_HH_byTypeDwelling,# of Urban HH_byTypeDwelling,indicator,household_structure,Household Structure,BBS,integer,count,no,no,42835,3019797,98001,,# of Urban HH_byTypeDwelling
num_population_10andAbove_yrs,# population_10andAbove_yrs,indicator,household_structure,Household Structure,BBS,integer,count,no,no,370468,12502845,1333254,,# population_10andAbove_yrs
num_roof_Cement_Concrete_Tile,# roof_Cement/Concrete/Tile,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,7402,2547780,49646,,# roof_Cement/Concrete/Tile
num_roof_Hand-made_Tiles_Tile,# roof_Hand-made Tiles/Tile,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,30,64013,118,,# roof_Hand-made Tiles/Tile
num_roof_Metal_Sheet_CI_Sheet_Corrugated_Iron_Sheet,# roof_Metal Sheet/ CI Sheet/Corrugated Iron Sheet,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,79513,1296865,341133,,# roof_Metal Sheet/ CI Sheet/Corrugated Iron Sheet
num_roof_Other_Materials,# roof_Other Materials,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,9,2537,50,,# roof_Other Materials
num_roof_Total,# roof_Total,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,102289,3737085,406373,,# roof_Total
num_roof_Wood_Bamboo_Bichali_Golpata_Palm_Leaf_Polythene_Mat_Straw_Chhan,# roof_Wood/Bamboo/Bichali/Golpata Palm Leaf/Polythene  Mat/Straw/Chhan/,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,1011,86592,15370,,# roof_Wood/Bamboo/Bichali/Golpata Palm Leaf/Polythene  Mat/Straw/Chhan/
numParticipants_in_Apprenticeship_Star_programme,#Participants in Apprenticeship/Star programme,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,0,2387,50,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",#Participants in Apprenticeship/Star programme
numWall_Cement_Concrete_Brick_Terracotta,#Wall_Cement/Concrete/Brick/Terracotta,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,21028,3133904,114737,,#Wall_Cement/Concrete/Brick/Terracotta
numWall_Ceramic_Tiles,#Wall_Ceramic Tiles,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,107,113018,1142,,#Wall_Ceramic Tiles
numWall_Metal_sheet_CI_sheet_Corrugated_Iron_sheet,#Wall_Metal sheet/CI sheet/Corrugated Iron sheet,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,14574,870799,205153,,#Wall_Metal sheet/CI sheet/Corrugated Iron sheet
numWall_Other_Materials,#Wall_Other Materials,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,40,2317,102,,#Wall_Other Materials
numWall_Soil_Mud,#Wall_Soil/ Mud,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,46,334026,3078,,#Wall_Soil/ Mud
numWall_Straw_Chhan_Golpata_Palm_Leaf_Bichali_Polythene,#Wall_Straw/ Chhan/Golpata/Palm Leaf/Bichali/Polythene,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,287,9767,6639,,#Wall_Straw/ Chhan/Golpata/Palm Leaf/Bichali/Polythene
numWall_Total,#Wall_Total,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,102289,3737085,406373,,#Wall_Total
numWall_Wood_Bamboo_Mat_Palm_Tree_Betal_Nut_Trunk,#Wall_Wood/Bamboo/Mat/Palm Tree/Betal Nut Trunk,indicator,housing_quality,Housing Quality,BBS,integer,count,no,no,1299,185026,75433,,#Wall_Wood/Bamboo/Mat/Palm Tree/Betal Nut Trunk
num_Jhupri,#_Jhupri,indicator,household_structure,Household Structure,BBS,integer,count,no,no,240,46078,11304,,#_Jhupri
num_Kancha,#_Kancha,indicator,household_structure,Household Structure,BBS,integer,count,no,no,81809,1040131,295670,,#_Kancha
num_Pucca,#_Pucca,indicator,household_structure,Household Structure,BBS,integer,count,no,no,7160,2534764,46964,,#_Pucca
num_Semi-pucca,#_Semi-pucca,indicator,household_structure,Household Structure,BBS,integer,count,no,no,12667,714515,52435,,#_Semi-pucca
num_Total,#_Total,indicator,household_structure,Household Structure,BBS,integer,count,no,no,102289,3737085,406373,,#_Total
pct_Female_Bangladeshi_National,% Female_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,decimal,percent,no,no,0.28,4.84,1.07,,% Female_Bangladeshi_National
pct_Female_Ethnic_Population,% Female_Ethnic Population,indicator,religion_ethnicity,Religion & Ethnicity,BBS,decimal,percent,no,no,35.65,73.91,45.7,,% Female_Ethnic Population
pct_Hizra_Bangladeshi_National,% Hizra_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,decimal,percent,no,no,0.15,4.68,1.11,,% Hizra_Bangladeshi_National
pct_Male_Bangladeshi_National,% Male_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,decimal,percent,no,no,0.29,4.77,1.09,,% Male_Bangladeshi_National
pct_Male_Ethnic_Population,% Male_Ethnic Population,indicator,religion_ethnicity,Religion & Ethnicity,BBS,decimal,percent,no,no,26.09,64.35,54.3,,% Male_Ethnic Population
pct_Overall_Bangladeshi_National,% Overall_Bangladeshi_National,indicator,religion_ethnicity,Religion & Ethnicity,BBS,decimal,percent,no,no,0.28,4.8,1.08,,% Overall_Bangladeshi_National
pct_Population_General_HH,% Population_General HH,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,91.76,99.25,98.12,,% Population_General HH
pct_Population_General_HH_Rural,% Population_General HH_Rural,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,95.31,99.51,98.35,,% Population_General HH_Rural
pct_Population_General_HH_Urban,% Population_General HH_Urban,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,89.33,98.33,97.39,,% Population_General HH_Urban
pct_Population_Institutional_HH,% Population_Institutional HH,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.37,4.19,1.47,,% Population_Institutional HH
pct_Population_Institutional_HH_Rural,% Population_Institutional HH_Rural,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.3,2.3,1.37,,% Population_Institutional HH_Rural
pct_Population_Institutional_HH_Urban,% Population_Institutional HH_Urban,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.77,7.18,1.8,,% Population_Institutional HH_Urban
pct_Population_other_HH,% Population_other HH,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.26,5.95,0.41,,% Population_other HH
pct_Population_other_HH_Rural,% Population_other HH_Rural,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.12,2.8,0.28,,% Population_other HH_Rural
pct_Population_other_HH_Urban,% Population_other HH_Urban,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.45,6.93,0.81,,% Population_other HH_Urban
10-14_Years_Female_Student,10-14 Years_Female_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,21037,471178,62357,,10-14 Years_Female_Student
10-14_Years_Male_Student,10-14 Years_Male_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,21900,531616,63910,,10-14 Years_Male_Student
15-19_Years_Female_Student,15-19 Years_Female_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,12860,362924,43270,,15-19 Years_Female_Student
15-19_Years_Male_Student,15-19 Years_Male_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,13181,428173,46866,,15-19 Years_Male_Student
20-24_Years_Female_Student,20-24 Years_Female_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,5515,345298,20774,,20-24 Years_Female_Student
20-24_Years_Male_Student,20-24 Years_Male_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,4215,245842,15103,,20-24 Years_Male_Student
25-29_Years_Female_Student,25-29 Years_Female_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,1191,65842,4083,,25-29 Years_Female_Student
25-29_Years_Male_Student,25-29 Years_Male_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,2149,120427,6136,,25-29 Years_Male_Student
5-9_Year_Female_Student,5-9 Year_Female_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,20612,412324,55533,,5-9 Year_Female_Student
5-9_Year_Male_Student,5-9 Year_Male_Student,indicator,literacy_education,Literacy & Education,BBS,integer,count,no,no,21931,449279,57420,,5-9 Year_Male_Student
A,A,indicator,population_demography,Population & Demography,BBS,decimal,index/ratio,no,no,0.401,0.497,0.423,,A
A_Lower_95pct_CI,A Lower 95% CI,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.387,0.478,0.411,,A Lower 95% CI
A_Upper_95pct_CI,A Upper 95% CI,indicator,population_demography,Population & Demography,BBS,decimal,percent,no,no,0.415,0.516,0.435,,A Upper 95% CI
Autism_or_Autism_Spectrum_Disorders,Autism or Autism Spectrum Disorders,indicator,disability,Disability,BBS,integer,count,no,no,209,7390,847,,Autism or Autism Spectrum Disorders
Average_Household_Size,Average Household Size,indicator,household_structure,Household Structure,BBS,decimal,index/ratio,no,no,3.29,5.13,3.89,,Average Household Size
Average_Rate_of_Child_marriage_pct,Average Rate of Child marriage (%),indicator,marriage_child_marriage,Marriage & Child Marriage,BBS,decimal,percent,no,no,39.83,64.46,61.16,,Average Rate of Child marriage (%)
BEP,BEP,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,67,10887,774,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",BEP
BHP,BHP,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,1208,158006,100174,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",BHP
BYP,BYP,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,8,125,92,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",BYP
Biogas_pct,Biogas_%,indicator,energy_fuel,Energy & Fuel,BBS,decimal,percent,no,no,0.01,0.2,0.04,,Biogas_%
Bottled_Jar_Water_pct,Bottled/Jar Water_%,indicator,wash,WASH (Water & Sanitation),BBS,decimal,percent,yes,no,0.01,14.78,4.46,blank = value not collected / not available for this geo unit,Bottled/Jar Water_%
CCP,CCP,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,208,5807,4251,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",CCP
CVI,CVI,indicator,poverty_vulnerability,Poverty & Vulnerability,BBS,decimal,index/ratio,no,no,0.41,0.57,0.52,,CVI
Cement_Concrete_Brick_Terracotta_Wall_pct,Cement/Concrete/Brick/Terracotta_Wall_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,16.35,83.86,28.23,,Cement/Concrete/Brick/Terracotta_Wall_%
Cement_Concrete_Brick_Terracotta_floor_pct,Cement/Concrete/Brick/Terracotta_floor_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,17.86,80.37,27.9,,Cement/Concrete/Brick/Terracotta_floor_%
Cement_Concrete_Tile_roof_pct,Cement/Concrete/Tile_roof_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,2.36,68.18,12.22,,Cement/Concrete/Tile_roof_%
Ceramic_Tiles_Wall_pct,Ceramic Tiles_Wall_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,0.07,3.02,0.28,,Ceramic Tiles_Wall_%
Cerebral_Palsy,Cerebral Palsy,indicator,disability,Disability,BBS,integer,count,no,no,113,1348,204,,Cerebral Palsy
Child_marriages_prevented,Child marriages prevented,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,0,332,50,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",Child marriages prevented
DRMP,DRMP,indicator,brac_programmes,BRAC Programmes (Response),BRAC Bangladesh,integer,count,yes,no,231,620690,231,"blank = programme NOT active in this geo unit (not 'zero', not 'missing')",DRMP
Deaf-_Blindness,Deaf- Blindness,indicator,disability,Disability,BBS,integer,count,no,no,51,624,95,,Deaf- Blindness
Down_Syndrome,Down Syndrome,indicator,disability,Disability,BBS,integer,count,no,no,98,1815,231,,Down Syndrome
Electricty_pct,Electricty_%,indicator,energy_fuel,Energy & Fuel,BBS,decimal,percent,no,no,0.01,2.44,0.11,,Electricty_%
Female_Agriculture,Female_Agriculture,indicator,employment_work,Employment & Work,BBS,integer,count,no,no,13789,151488,40287,,Female_Agriculture
